rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
1044,and,noun,starost's manor house,,,https://en.wiktionary.org/wiki/and
1045,znajdziemy,verb,,,,https://en.wiktionary.org/wiki/znajdziemy
1046,bracie,noun,,,,https://en.wiktionary.org/wiki/bracie
1047,mieszka,verb,,,,https://en.wiktionary.org/wiki/mieszka
1048,najlepiej,adverb,,,,https://en.wiktionary.org/wiki/najlepiej
1049,najlepsze,,,,,https://en.wiktionary.org/wiki/najlepsze
1050,przyjaciele,noun,,,,https://en.wiktionary.org/wiki/przyjaciele
1051,kapitan,noun,captain,,,https://en.wiktionary.org/wiki/kapitan
1052,dziewczyną,,,,,https://en.wiktionary.org/wiki/dziewczyn%C4%85
1053,wstawaj,verb,,,,https://en.wiktionary.org/wiki/wstawaj
1054,dziecka,noun,,,,https://en.wiktionary.org/wiki/dziecka
1055,uwielbiam,verb,,,,https://en.wiktionary.org/wiki/uwielbiam
1056,następnym,,,,,https://en.wiktionary.org/wiki/nast%C4%99pnym
1057,zła,,,,,https://en.wiktionary.org/wiki/z%C5%82a
1058,ludźmi,,,,,https://en.wiktionary.org/wiki/lud%C5%BAmi
1059,kocha,verb,,,,https://en.wiktionary.org/wiki/kocha
1060,zatrzymaj,verb,,,,https://en.wiktionary.org/wiki/zatrzymaj
1061,twarzy,noun,,,,https://en.wiktionary.org/wiki/twarzy
1062,tygodnie,noun,,,,https://en.wiktionary.org/wiki/tygodnie
1063,ludziom,noun,,,,https://en.wiktionary.org/wiki/ludziom
1064,robił,,,,,https://en.wiktionary.org/wiki/robi%C5%82
1065,światło,,,,,https://en.wiktionary.org/wiki/%C5%9Bwiat%C5%82o
1066,jorku,,,,,https://en.wiktionary.org/wiki/jorku
1067,milionów,,,,,https://en.wiktionary.org/wiki/milion%C3%B3w
1068,kochasz,verb,,,,https://en.wiktionary.org/wiki/kochasz
1069,zwykle,adverb,"simply, plainly, commonly",,,https://en.wiktionary.org/wiki/zwykle
1070,rozkaz,noun,"order, command",,,https://en.wiktionary.org/wiki/rozkaz
1071,odpowiedź,,,,,https://en.wiktionary.org/wiki/odpowied%C5%BA
1072,znalazł,,,,,https://en.wiktionary.org/wiki/znalaz%C5%82
1073,niezły,,,,,https://en.wiktionary.org/wiki/niez%C5%82y
1074,nigdzie,adverb,nowhere,,,https://en.wiktionary.org/wiki/nigdzie
1075,oboje,numeral,both,,,https://en.wiktionary.org/wiki/oboje
1076,odkąd,,,,,https://en.wiktionary.org/wiki/odk%C4%85d
1077,ponownie,adverb,"again, anew",,,https://en.wiktionary.org/wiki/ponownie
1078,same,adjective,,,,https://en.wiktionary.org/wiki/same
1079,walki,noun,,,,https://en.wiktionary.org/wiki/walki
1080,głos,,,,,https://en.wiktionary.org/wiki/g%C5%82os
1081,duży,,,,,https://en.wiktionary.org/wiki/du%C5%BCy
1082,uciec,verb,"to run away, to flee",,,https://en.wiktionary.org/wiki/uciec
1083,zająć,,,,,https://en.wiktionary.org/wiki/zaj%C4%85%C4%87
1084,pewnością,,,,,https://en.wiktionary.org/wiki/pewno%C5%9Bci%C4%85
1085,widzi,verb,,,,https://en.wiktionary.org/wiki/widzi
1086,szpitala,noun,,,,https://en.wiktionary.org/wiki/szpitala
1087,mogłeś,,,,,https://en.wiktionary.org/wiki/mog%C5%82e%C5%9B
1088,bogu,noun,,,,https://en.wiktionary.org/wiki/bogu
1089,samolot,noun,"aeroplane, airplane",,,https://en.wiktionary.org/wiki/samolot
1090,powód,,,,,https://en.wiktionary.org/wiki/pow%C3%B3d
1091,panno,noun,,,,https://en.wiktionary.org/wiki/panno
1092,centrum,noun,centre,,,https://en.wiktionary.org/wiki/centrum
1093,świetny,,,,,https://en.wiktionary.org/wiki/%C5%9Bwietny
1094,żony,,,,,https://en.wiktionary.org/wiki/%C5%BCony
1095,młody,,,,,https://en.wiktionary.org/wiki/m%C5%82ody
1096,tacy,pronoun,,,,https://en.wiktionary.org/wiki/tacy
1097,stoi,verb,,,,https://en.wiktionary.org/wiki/stoi
1098,wreszcie,adverb,"; at last, finally",,,https://en.wiktionary.org/wiki/wreszcie
1099,hotelu,noun,,,,https://en.wiktionary.org/wiki/hotelu
1100,wielka,adjective,,,,https://en.wiktionary.org/wiki/wielka
1101,zobaczysz,verb,,,,https://en.wiktionary.org/wiki/zobaczysz
1102,mimo,preposition,"despite, in spite of",,,https://en.wiktionary.org/wiki/mimo
1103,jakiego,pronoun,,,,https://en.wiktionary.org/wiki/jakiego
1104,seks,noun,sex,,,https://en.wiktionary.org/wiki/seks
1105,próbuję,,,,,https://en.wiktionary.org/wiki/pr%C3%B3buj%C4%99
1106,dostaniesz,verb,,,,https://en.wiktionary.org/wiki/dostaniesz
1107,obawiam,verb,,,,https://en.wiktionary.org/wiki/obawiam
1108,interes,noun,"interest, business, affair",,,https://en.wiktionary.org/wiki/interes
1109,ogień,,,,,https://en.wiktionary.org/wiki/ogie%C5%84
1110,reszta,noun,rest,,,https://en.wiktionary.org/wiki/reszta
1111,pasuje,verb,,,,https://en.wiktionary.org/wiki/pasuje
1112,wasz,pronoun,; your,,,https://en.wiktionary.org/wiki/wasz
1113,niektórzy,,,,,https://en.wiktionary.org/wiki/niekt%C3%B3rzy
1114,powinna,verb,,,,https://en.wiktionary.org/wiki/powinna
1115,sen,noun,sleep,,,https://en.wiktionary.org/wiki/sen
1116,grać,,,,,https://en.wiktionary.org/wiki/gra%C4%87
1117,wojna,noun,war,,,https://en.wiktionary.org/wiki/wojna
1118,dostał,,,,,https://en.wiktionary.org/wiki/dosta%C5%82
1119,mocy,noun,,,,https://en.wiktionary.org/wiki/mocy
1120,moglibyśmy,,,,,https://en.wiktionary.org/wiki/mogliby%C5%9Bmy
1121,potrafi,verb,,,,https://en.wiktionary.org/wiki/potrafi
1122,pamiętaj,,,,,https://en.wiktionary.org/wiki/pami%C4%99taj
1123,uciekaj,verb,,,,https://en.wiktionary.org/wiki/uciekaj
1124,słychać,,,,,https://en.wiktionary.org/wiki/s%C5%82ycha%C4%87
1125,samej,adjective,,,,https://en.wiktionary.org/wiki/samej
1126,gościa,,,,,https://en.wiktionary.org/wiki/go%C5%9Bcia
1127,ból,,,,,https://en.wiktionary.org/wiki/b%C3%B3l
1128,znaczenia,noun,,,,https://en.wiktionary.org/wiki/znaczenia
1129,kolację,,,,,https://en.wiktionary.org/wiki/kolacj%C4%99
1130,robotę,,,,,https://en.wiktionary.org/wiki/robot%C4%99
1131,patrzcie,verb,,,,https://en.wiktionary.org/wiki/patrzcie
1132,zrobiłam,,,,,https://en.wiktionary.org/wiki/zrobi%C5%82am
1133,stamtąd,,,,,https://en.wiktionary.org/wiki/stamt%C4%85d
1134,uważa,,,,,https://en.wiktionary.org/wiki/uwa%C5%BCa
1135,przestać,,,,,https://en.wiktionary.org/wiki/przesta%C4%87
1136,każdej,,,,,https://en.wiktionary.org/wiki/ka%C5%BCdej
1137,zrozumieć,,,,,https://en.wiktionary.org/wiki/zrozumie%C4%87
1138,szczerze,adverb,"sincerely, honestly, frankly",,,https://en.wiktionary.org/wiki/szczerze
1139,zabije,verb,,,,https://en.wiktionary.org/wiki/zabije
1140,wspaniałe,,,,,https://en.wiktionary.org/wiki/wspania%C5%82e
1141,powstrzymać,,,,,https://en.wiktionary.org/wiki/powstrzyma%C4%87
1142,resztę,,,,,https://en.wiktionary.org/wiki/reszt%C4%99
1143,fajnie,adverb,"cool, great, nice",,,https://en.wiktionary.org/wiki/fajnie
1144,łóżka,,,,,https://en.wiktionary.org/wiki/%C5%82%C3%B3%C5%BCka
1145,śmieszne,,,,,https://en.wiktionary.org/wiki/%C5%9Bmieszne
1146,przyjacielu,noun,,,,https://en.wiktionary.org/wiki/przyjacielu
1147,pewne,adjective,,,,https://en.wiktionary.org/wiki/pewne
1148,tygodni,noun,,,,https://en.wiktionary.org/wiki/tygodni
1149,pies,noun,dog,,,https://en.wiktionary.org/wiki/pies
1150,celu,noun,,,,https://en.wiktionary.org/wiki/celu
1151,przyszłość,,,,,https://en.wiktionary.org/wiki/przysz%C5%82o%C5%9B%C4%87
1152,jedzenie,noun,eating,,,https://en.wiktionary.org/wiki/jedzenie
1153,twoi,pronoun,,,,https://en.wiktionary.org/wiki/twoi
1154,system,noun,,,,https://en.wiktionary.org/wiki/system
1155,nieprawda,noun,"falsehood, untruth",,,https://en.wiktionary.org/wiki/nieprawda
1156,poszedł,,,,,https://en.wiktionary.org/wiki/poszed%C5%82
1157,gotowe,adjective,,,,https://en.wiktionary.org/wiki/gotowe
1158,martwy,adjective,dead,,,https://en.wiktionary.org/wiki/martwy
1159,musieli,verb,,,,https://en.wiktionary.org/wiki/musieli
1160,otworzyć,,,,,https://en.wiktionary.org/wiki/otworzy%C4%87
1161,pokażę,,,,,https://en.wiktionary.org/wiki/poka%C5%BC%C4%99
1162,biura,noun,,,,https://en.wiktionary.org/wiki/biura
1163,dzieckiem,noun,,,,https://en.wiktionary.org/wiki/dzieckiem
1164,przyjaciółmi,,,,,https://en.wiktionary.org/wiki/przyjaci%C3%B3%C5%82mi
1165,facetem,,,,,https://en.wiktionary.org/wiki/facetem
1166,mocno,adverb,strongly; powerfully,,,https://en.wiktionary.org/wiki/mocno
1167,pytań,,,,,https://en.wiktionary.org/wiki/pyta%C5%84
1168,zamierzam,verb,,,,https://en.wiktionary.org/wiki/zamierzam
1169,puść,,,,,https://en.wiktionary.org/wiki/pu%C5%9B%C4%87
1170,kobietę,,,,,https://en.wiktionary.org/wiki/kobiet%C4%99
1171,siły,,,,,https://en.wiktionary.org/wiki/si%C5%82y
1172,kolejny,adjective,"successive, consecutive, succeeding, next, subsequent",,,https://en.wiktionary.org/wiki/kolejny
1173,części,,,,,https://en.wiktionary.org/wiki/cz%C4%99%C5%9Bci
1174,minuty,noun,,,,https://en.wiktionary.org/wiki/minuty
1175,ciekawe,adjective,,,,https://en.wiktionary.org/wiki/ciekawe
1176,słyszałam,,,,,https://en.wiktionary.org/wiki/s%C5%82ysza%C5%82am
1177,jaja,noun,,,,https://en.wiktionary.org/wiki/jaja
1178,sprawdź,,,,,https://en.wiktionary.org/wiki/sprawd%C5%BA
1179,moc,noun,power,,,https://en.wiktionary.org/wiki/moc
1180,chłopcze,,,,,https://en.wiktionary.org/wiki/ch%C5%82opcze
1181,dosyć,,,,,https://en.wiktionary.org/wiki/dosy%C4%87
1182,małą,,,,,https://en.wiktionary.org/wiki/ma%C5%82%C4%85
1183,zobaczę,,,,,https://en.wiktionary.org/wiki/zobacz%C4%99
1184,żoną,,,,,https://en.wiktionary.org/wiki/%C5%BCon%C4%85
1185,przyjaciela,noun,,,,https://en.wiktionary.org/wiki/przyjaciela
1186,pewny,adjective,"sure, certain",,,https://en.wiktionary.org/wiki/pewny
1187,ależ,,,,,https://en.wiktionary.org/wiki/ale%C5%BC
1188,siadaj,verb,,,,https://en.wiktionary.org/wiki/siadaj
1189,dobrego,adjective,,,,https://en.wiktionary.org/wiki/dobrego
1190,jadę,,,,,https://en.wiktionary.org/wiki/jad%C4%99
1191,osobą,,,,,https://en.wiktionary.org/wiki/osob%C4%85
1192,szef,noun,boss,,,https://en.wiktionary.org/wiki/szef
1193,musiała,,,,,https://en.wiktionary.org/wiki/musia%C5%82a
1194,filmu,noun,,,,https://en.wiktionary.org/wiki/filmu
1195,pójdziesz,,,,,https://en.wiktionary.org/wiki/p%C3%B3jdziesz
1196,informacje,noun,,,,https://en.wiktionary.org/wiki/informacje
1197,bob,,,,,https://en.wiktionary.org/wiki/bob
1198,lepsze,adjective,,,,https://en.wiktionary.org/wiki/lepsze
1199,przyjść,,,,,https://en.wiktionary.org/wiki/przyj%C5%9B%C4%87
1200,szansa,noun,"chance, opportunity",,,https://en.wiktionary.org/wiki/szansa
1201,niesamowite,adjective,,,,https://en.wiktionary.org/wiki/niesamowite
1202,wierzysz,verb,,,,https://en.wiktionary.org/wiki/wierzysz
1203,wspaniały,,,,,https://en.wiktionary.org/wiki/wspania%C5%82y
1204,prezent,noun,"gift, present",,,https://en.wiktionary.org/wiki/prezent
1205,robicie,verb,,,,https://en.wiktionary.org/wiki/robicie
1206,hey,,,,,https://en.wiktionary.org/wiki/hey
1207,jimmy,,,,,https://en.wiktionary.org/wiki/jimmy
1208,żebyśmy,,,,,https://en.wiktionary.org/wiki/%C5%BCeby%C5%9Bmy
1209,dostałem,,,,,https://en.wiktionary.org/wiki/dosta%C5%82em
1210,paul,,,,,https://en.wiktionary.org/wiki/paul
1211,sporo,numeral,quite a lot,,,https://en.wiktionary.org/wiki/sporo
1212,słuchać,,,,,https://en.wiktionary.org/wiki/s%C5%82ucha%C4%87
1213,klucz,noun,key,,,https://en.wiktionary.org/wiki/klucz
1214,usiądź,,,,,https://en.wiktionary.org/wiki/usi%C4%85d%C5%BA
1215,list,noun,letter,,,https://en.wiktionary.org/wiki/list
1216,wieści,,,,,https://en.wiktionary.org/wiki/wie%C5%9Bci
1217,miły,,,,,https://en.wiktionary.org/wiki/mi%C5%82y
1218,policję,,,,,https://en.wiktionary.org/wiki/policj%C4%99
1219,zamiar,noun,intention,,,https://en.wiktionary.org/wiki/zamiar
1220,zrozumiałem,,,,,https://en.wiktionary.org/wiki/zrozumia%C5%82em
1221,piękny,,,,,https://en.wiktionary.org/wiki/pi%C4%99kny
1222,jedyną,,,,,https://en.wiktionary.org/wiki/jedyn%C4%85
1223,lepszy,adjective,; better,,,https://en.wiktionary.org/wiki/lepszy
1224,kobiet,noun,,,,https://en.wiktionary.org/wiki/kobiet
1225,statku,noun,,,,https://en.wiktionary.org/wiki/statku
1226,alex,,,,,https://en.wiktionary.org/wiki/alex
1227,światła,,,,,https://en.wiktionary.org/wiki/%C5%9Bwiat%C5%82a
1228,psa,noun,,,,https://en.wiktionary.org/wiki/psa
1229,witamy,verb,,,,https://en.wiktionary.org/wiki/witamy
1230,pójdziemy,,,,,https://en.wiktionary.org/wiki/p%C3%B3jdziemy
1231,pomogę,,,,,https://en.wiktionary.org/wiki/pomog%C4%99
1232,duże,,,,,https://en.wiktionary.org/wiki/du%C5%BCe
1233,mary,noun,bier,,,https://en.wiktionary.org/wiki/mary
1234,miesiąc,,,,,https://en.wiktionary.org/wiki/miesi%C4%85c
1235,szczęśliwy,,,,,https://en.wiktionary.org/wiki/szcz%C4%99%C5%9Bliwy
1236,oko,noun,eye,,,https://en.wiktionary.org/wiki/oko
1237,ładnie,,,,,https://en.wiktionary.org/wiki/%C5%82adnie
1238,sensu,noun,,,,https://en.wiktionary.org/wiki/sensu
1239,całej,,,,,https://en.wiktionary.org/wiki/ca%C5%82ej
1240,więzienia,,,,,https://en.wiktionary.org/wiki/wi%C4%99zienia
1241,przygotować,,,,,https://en.wiktionary.org/wiki/przygotowa%C4%87
1242,podobno,particle,"supposedly, apparently, reputedly",,,https://en.wiktionary.org/wiki/podobno
1243,nową,,,,,https://en.wiktionary.org/wiki/now%C4%85
1244,jedyny,adjective,only,,,https://en.wiktionary.org/wiki/jedyny
1245,jakbym,,,,,https://en.wiktionary.org/wiki/jakbym
1246,przejść,,,,,https://en.wiktionary.org/wiki/przej%C5%9B%C4%87
1247,potrzeba,noun,need,,,https://en.wiktionary.org/wiki/potrzeba
1248,pójdzie,,,,,https://en.wiktionary.org/wiki/p%C3%B3jdzie
1249,pierwszym,numeral,,,,https://en.wiktionary.org/wiki/pierwszym
1250,coraz,particle,"; more and more, increasingly, ever",,,https://en.wiktionary.org/wiki/coraz
1251,drugie,adjective,,,,https://en.wiktionary.org/wiki/drugie
1252,miałaś,,,,,https://en.wiktionary.org/wiki/mia%C5%82a%C5%9B
1253,ktokolwiek,pronoun,"anybody, anyone",,,https://en.wiktionary.org/wiki/ktokolwiek
1254,boisz,verb,,,,https://en.wiktionary.org/wiki/boisz
1255,skończy,,,,,https://en.wiktionary.org/wiki/sko%C5%84czy
1256,mnóstwo,,,,,https://en.wiktionary.org/wiki/mn%C3%B3stwo
1257,bierz,verb,,,,https://en.wiktionary.org/wiki/bierz
1258,chcieli,verb,,,,https://en.wiktionary.org/wiki/chcieli
1259,trudne,adjective,,,,https://en.wiktionary.org/wiki/trudne
1260,peter,,,,,https://en.wiktionary.org/wiki/peter
1261,nazywasz,verb,,,,https://en.wiktionary.org/wiki/nazywasz
1262,szukać,,,,,https://en.wiktionary.org/wiki/szuka%C4%87
1263,dole,adverb,,,,https://en.wiktionary.org/wiki/dole
1264,chodziło,,,,,https://en.wiktionary.org/wiki/chodzi%C5%82o
1265,potrafisz,verb,,,,https://en.wiktionary.org/wiki/potrafisz
1266,zapytać,,,,,https://en.wiktionary.org/wiki/zapyta%C4%87
1267,spotkamy,verb,,,,https://en.wiktionary.org/wiki/spotkamy
1268,wiedziałeś,,,,,https://en.wiktionary.org/wiki/wiedzia%C5%82e%C5%9B
1269,sytuacji,noun,,,,https://en.wiktionary.org/wiki/sytuacji
1270,max,,,,,https://en.wiktionary.org/wiki/max
1271,poproszę,,,,,https://en.wiktionary.org/wiki/poprosz%C4%99
1272,dziesięć,,,,,https://en.wiktionary.org/wiki/dziesi%C4%99%C4%87
1273,ostatnia,adjective,,,,https://en.wiktionary.org/wiki/ostatnia
1274,załatwić,,,,,https://en.wiktionary.org/wiki/za%C5%82atwi%C4%87
1275,poszło,,,,,https://en.wiktionary.org/wiki/posz%C5%82o
1276,buty,noun,,,,https://en.wiktionary.org/wiki/buty
1277,podaj,verb,,,,https://en.wiktionary.org/wiki/podaj
1278,zabiłeś,,,,,https://en.wiktionary.org/wiki/zabi%C5%82e%C5%9B
1279,zajmie,verb,,,,https://en.wiktionary.org/wiki/zajmie
1280,jazda,noun,ride,,,https://en.wiktionary.org/wiki/jazda
1281,zasady,noun,,,,https://en.wiktionary.org/wiki/zasady
1282,widziałaś,,,,,https://en.wiktionary.org/wiki/widzia%C5%82a%C5%9B
1283,książki,,,,,https://en.wiktionary.org/wiki/ksi%C4%85%C5%BCki
1284,koło,,,,,https://en.wiktionary.org/wiki/ko%C5%82o
1285,pozwolę,,,,,https://en.wiktionary.org/wiki/pozwol%C4%99
1286,ostrożnie,,,,,https://en.wiktionary.org/wiki/ostro%C5%BCnie
1287,byłby,,,,,https://en.wiktionary.org/wiki/by%C5%82by
1288,wielkiego,adjective,,,,https://en.wiktionary.org/wiki/wielkiego
1289,pracujesz,verb,,,,https://en.wiktionary.org/wiki/pracujesz
1290,zamknąć,,,,,https://en.wiktionary.org/wiki/zamkn%C4%85%C4%87
1291,znajdź,,,,,https://en.wiktionary.org/wiki/znajd%C5%BA
1292,usłyszeć,,,,,https://en.wiktionary.org/wiki/us%C5%82ysze%C4%87
1293,wybór,,,,,https://en.wiktionary.org/wiki/wyb%C3%B3r
1294,bezpieczeństwa,,,,,https://en.wiktionary.org/wiki/bezpiecze%C5%84stwa
1295,wejdź,,,,,https://en.wiktionary.org/wiki/wejd%C5%BA
1296,gry,noun,,,,https://en.wiktionary.org/wiki/gry
1297,la,preposition,,,,https://en.wiktionary.org/wiki/la
1298,słuchajcie,,,,,https://en.wiktionary.org/wiki/s%C5%82uchajcie
1299,zrobiłaś,,,,,https://en.wiktionary.org/wiki/zrobi%C5%82a%C5%9B
1300,prosić,,,,,https://en.wiktionary.org/wiki/prosi%C4%87
1301,odpowiedzi,noun,,,,https://en.wiktionary.org/wiki/odpowiedzi
1302,dobrą,,,,,https://en.wiktionary.org/wiki/dobr%C4%85
1303,stara,adjective,,,,https://en.wiktionary.org/wiki/stara
1304,gotów,,,,,https://en.wiktionary.org/wiki/got%C3%B3w
1305,obiad,noun,"dinner, lunch",,,https://en.wiktionary.org/wiki/obiad
1306,pięknie,,,,,https://en.wiktionary.org/wiki/pi%C4%99knie
1307,brakuje,verb,,,,https://en.wiktionary.org/wiki/brakuje
1308,mowy,noun,,,,https://en.wiktionary.org/wiki/mowy
1309,jedyne,adjective,,,,https://en.wiktionary.org/wiki/jedyne
1310,zaczął,,,,,https://en.wiktionary.org/wiki/zacz%C4%85%C5%82
1311,drugą,,,,,https://en.wiktionary.org/wiki/drug%C4%85
1312,ognia,noun,,,,https://en.wiktionary.org/wiki/ognia
1313,pomyśl,,,,,https://en.wiktionary.org/wiki/pomy%C5%9Bl
1314,drinka,,,,,https://en.wiktionary.org/wiki/drinka
1315,własne,,,,,https://en.wiktionary.org/wiki/w%C5%82asne
1316,atak,noun,attack,,,https://en.wiktionary.org/wiki/atak
1317,prezydent,noun,president,,,https://en.wiktionary.org/wiki/prezydent
1318,prowadzi,verb,,,,https://en.wiktionary.org/wiki/prowadzi
1319,cie,interjection,,,,https://en.wiktionary.org/wiki/cie
1320,powoli,adverb,slowly,,,https://en.wiktionary.org/wiki/powoli
1321,jake,,,,,https://en.wiktionary.org/wiki/jake
1322,korekta,noun,correction,,,https://en.wiktionary.org/wiki/korekta
1323,pomiędzy,,,,,https://en.wiktionary.org/wiki/pomi%C4%99dzy
1324,zginął,,,,,https://en.wiktionary.org/wiki/zgin%C4%85%C5%82
1325,osoby,noun,,,,https://en.wiktionary.org/wiki/osoby
1326,wersji,noun,,,,https://en.wiktionary.org/wiki/wersji
1327,zjeść,,,,,https://en.wiktionary.org/wiki/zje%C5%9B%C4%87
1328,martwić,,,,,https://en.wiktionary.org/wiki/martwi%C4%87
1329,osoba,noun,person,,,https://en.wiktionary.org/wiki/osoba
1330,chłopiec,,,,,https://en.wiktionary.org/wiki/ch%C5%82opiec
1331,skończyć,,,,,https://en.wiktionary.org/wiki/sko%C5%84czy%C4%87
1332,spoko,interjection,"OK, no problem; cool",,,https://en.wiktionary.org/wiki/spoko
1333,próbował,,,,,https://en.wiktionary.org/wiki/pr%C3%B3bowa%C5%82
1334,mogłam,,,,,https://en.wiktionary.org/wiki/mog%C5%82am
1335,kraj,noun,country,,,https://en.wiktionary.org/wiki/kraj
1336,jakbyś,,,,,https://en.wiktionary.org/wiki/jakby%C5%9B
1337,znak,noun,sign,,,https://en.wiktionary.org/wiki/znak
1338,doskonale,adverb,exquisitely,,,https://en.wiktionary.org/wiki/doskonale
1339,jedynym,adjective,,,,https://en.wiktionary.org/wiki/jedynym
1340,związek,,,,,https://en.wiktionary.org/wiki/zwi%C4%85zek
1341,wolę,,,,,https://en.wiktionary.org/wiki/wol%C4%99
1342,znajdzie,noun,,,,https://en.wiktionary.org/wiki/znajdzie
1343,komuś,,,,,https://en.wiktionary.org/wiki/komu%C5%9B
1344,zrobili,verb,,,,https://en.wiktionary.org/wiki/zrobili
1345,król,,,,,https://en.wiktionary.org/wiki/kr%C3%B3l
1346,próbowałem,,,,,https://en.wiktionary.org/wiki/pr%C3%B3bowa%C5%82em
1347,pieprzony,adjective,"fricking, damn",,,https://en.wiktionary.org/wiki/pieprzony
1348,wypadku,noun,,,,https://en.wiktionary.org/wiki/wypadku
1349,jedyna,adjective,,,,https://en.wiktionary.org/wiki/jedyna
1350,generale,,,,,https://en.wiktionary.org/wiki/generale
1351,wolny,adjective,slow,,,https://en.wiktionary.org/wiki/wolny
1352,woda,noun,water,,,https://en.wiktionary.org/wiki/woda
1353,powiedzieli,verb,,,,https://en.wiktionary.org/wiki/powiedzieli
1354,rodziców,,,,,https://en.wiktionary.org/wiki/rodzic%C3%B3w
1355,dzieciaki,noun,,,,https://en.wiktionary.org/wiki/dzieciaki
1356,patrzeć,,,,,https://en.wiktionary.org/wiki/patrze%C4%87
1357,miłe,,,,,https://en.wiktionary.org/wiki/mi%C5%82e
